UF,BA
Cidade,IBOTIRAMA
Nome Posto,IBOTIRAMA
Latitude,-12.180555555555555
Longitude,-43.223333333333336
Codigo,1243011
Qtd. Anos,64
Ano,Maxima
1952,81
1953,90.4
1954,58.4
1955,92.7
1956,85.2
1957,64.2
1958,74.3
1959,35.5
1961,85.2
1962,85.2
1963,40.2
1964,70.5
1965,70.4
1966,79.5
1967,57.5
1968,107.2
1969,85.4
1970,95.2
1971,55.2
1972,78.4
1973,56.2
1977,79.5
1978,98.2
1979,75.3
1980,87
1981,45.2
1982,60.4
1983,75.5
1984,135.2
1985,70.3
1986,60.1
1987,59.1
1988,41.2
1989,109.8
1990,39.8
1991,60.7
1992,59.1
1993,86.5
1994,48.3
1995,87.7
1996,61.4
1997,56.6
1998,68
1999,60.1
2000,52.5
2001,80.6
2002,92.3
2003,95.7
2004,57.2
2005,87.3
2006,63.2
2007,65.6
2008,74.1
2009,72
2010,55.7
2011,68.8
2012,52
2013,96.8
2014,64.5
2015,45.3
2016,53.7
2017,48.5
2018,44.8
2019,42.1
