UF,BA
Cidade,ITAJU DO COLONIA
Nome Posto,FAZENDA MANAUS
Latitude,-15.154444444444445
Longitude,-39.76916666666666
Codigo,1539016
Qtd. Anos,51
Ano,Maxima
1969,74.4
1970,60.3
1971,83.6
1972,101
1973,88.4
1974,28.3
1975,51.7
1976,25
1977,76.6
1978,72.9
1979,39.7
1980,49
1981,45.4
1982,72.6
1983,114
1984,43.5
1985,102.8
1986,68.2
1987,60
1988,80.1
1989,55.3
1990,57
1991,90
1992,60
1993,56
1994,59.6
1995,78.4
1996,72.4
1997,89.7
1998,71.9
1999,102.5
2000,53.5
2001,44
2002,136
2003,43
2004,90
2005,155
2006,88.2
2007,119.7
2008,46.3
2009,63
2010,49.8
2011,51
2012,43
2013,58.1
2014,72.3
2015,38.1
2016,90
2017,56.5
2018,102.3
2019,93.6
