UF,BA
Cidade,SERRA DOURADA
Nome Posto,SERRA DOURADA (FAZ. MURITIBA)
Latitude,-12.769166666666667
Longitude,-43.9575
Codigo,1243019
Qtd. Anos,36
Ano,Maxima
1984,107
1985,70.8
1986,89.9
1987,116.1
1988,100.1
1989,75.5
1990,48
1991,107.9
1992,90.8
1993,64.3
1994,59.4
1995,98.2
1996,75
1997,84.5
1998,79.2
1999,75.8
2000,48.7
2001,78.1
2002,58.1
2003,65.9
2004,145
2005,70.6
2006,60.1
2007,90.3
2008,66.8
2009,80.2
2010,47.2
2011,66.7
2012,88.1
2013,142.1
2014,103.5
2015,63.5
2016,131.4
2017,67.4
2018,56
2019,63.6
