UF,BA
Cidade,SENHOR DO BONFIM
Nome Posto,ACUDE SOHEM-1
Latitude,-10.370277777777778
Longitude,-40.09388888888889
Codigo,1040014
Qtd. Anos,40
Ano,Maxima
1952,67.6
1953,32.1
1954,57
1955,58.8
1956,98.2
1957,80.4
1958,24
1959,48.1
1960,61.4
1961,74.2
1962,55.1
1963,81.5
1964,71.6
1965,91.2
1966,65
1967,54.2
1968,53
1969,102
1970,78
1971,85
1972,90.1
1973,45
1974,88.1
1975,60.2
1976,35.1
1977,80.6
1978,81.9
1979,70.2
1980,114.2
1981,66.1
1982,29
1983,80
1984,29.4
1985,63.2
1986,65
1987,47
1988,123
1989,56
1990,60
1991,90.1
