UF,BA
Cidade,MONTE SANTO
Nome Posto,MONTE SANTO
Latitude,-10.433333333333334
Longitude,-39.333333333333336
Codigo,1039012
Qtd. Anos,76
Ano,Maxima
1911,35
1912,39
1913,75
1914,66.2
1915,47.3
1916,69.3
1917,29.3
1918,50.1
1919,69.3
1920,64
1921,57
1922,66
1923,51
1924,59
1925,42
1926,53
1927,24.6
1929,67.2
1930,49
1931,52.6
1932,64
1933,66.5
1934,48.5
1935,50
1936,49
1937,64
1938,62
1939,46
1940,90.7
1941,42
1942,64.8
1943,99.4
1944,82
1945,58
1946,51.7
1947,75.5
1948,40.8
1949,81
1950,53.6
1951,64
1952,65.9
1953,79
1954,57
1955,35.3
1956,100.7
1957,82
1958,54.6
1959,35
1960,102
1961,75
1962,73
1963,93.4
1964,95
1965,39.5
1966,61.6
1967,53.4
1968,33.3
1969,127.8
1970,80.3
1971,29.4
1972,89.8
1973,133
1974,90
1975,94
1976,74
1977,70
1978,58
1979,45
1980,90.2
1981,135.6
1982,102.9
1983,80
1984,43
1985,71.9
1986,73
1987,86
