UF,BA
Cidade,WENCESLAU GUIMARAES
Nome Posto,WENCESLAU GUIMARAES
Latitude,-13.684722222222222
Longitude,-39.47888888888889
Codigo,1339027
Qtd. Anos,54
Ano,Maxima
1966,48
1967,27.3
1968,32
1969,36.8
1970,42.1
1971,31.2
1972,72.1
1973,42
1974,37.3
1975,57
1976,35.4
1977,44.2
1978,50.4
1979,99
1980,66.2
1981,65.4
1982,52
1983,50.1
1984,58.6
1985,100
1986,25
1987,20
1988,60.5
1989,100
1990,71.8
1991,88.3
1992,70.9
1993,65.5
1994,42.5
1995,55.8
1996,62.8
1997,38.2
1998,51.2
1999,114.2
2000,53.3
2001,41.2
2002,96.8
2003,55.4
2004,69.9
2005,77.8
2006,103.7
2007,46.5
2008,58.4
2009,35.5
2010,58.9
2011,96.4
2012,29.1
2013,95.8
2014,70.3
2015,41.8
2016,36.6
2017,58.7
2018,46.2
2019,82.1
