UF,BA
Cidade,ITAGUACU DA BAHIA
Nome Posto,RIO VERDE II
Latitude,-10.986388888888888
Longitude,-42.342222222222226
Codigo,1042012
Qtd. Anos,43
Ano,Maxima
1977,83.2
1978,70.3
1979,62.4
1980,62.2
1981,76.2
1982,52.2
1983,100.4
1984,39
1985,88.6
1986,50
1987,56.6
1988,106.5
1989,58.4
1990,90
1991,50.3
1992,100
1993,30
1994,60
1995,80.7
1996,60.9
1997,60.3
1998,52.3
1999,50.5
2000,130.5
2001,70.5
2002,63.9
2003,55.9
2004,76.8
2005,80.7
2006,70.8
2007,66.8
2008,81.8
2009,77.8
2010,74.9
2011,62.3
2012,44.5
2013,85.1
2014,50.1
2015,63.2
2016,137.7
2017,40.2
2018,70.4
2019,51.2
