UF,BA
Cidade,COTEGIPE
Nome Posto,FAZENDA MACAMBIRA
Latitude,-11.613888888888889
Longitude,-44.1575
Codigo,1144005
Qtd. Anos,57
Ano,Maxima
1963,78
1964,94
1965,81.2
1966,69
1967,105
1968,35.4
1969,70
1970,65.4
1971,51
1972,72
1973,80.1
1974,52.4
1975,80.2
1976,60.3
1977,55.2
1978,127.3
1979,107.2
1980,105.2
1981,135
1982,70
1983,60
1984,50.2
1985,58.3
1986,68.4
1987,55.2
1988,115.6
1989,118.6
1990,90.4
1991,82.5
1992,66.1
1993,80.4
1994,61.7
1995,59.7
1996,72.6
1997,56.6
1998,65.1
1999,69.2
2000,99.3
2001,69.9
2002,90.5
2003,62.8
2004,100.5
2005,56.5
2006,71.1
2007,114.9
2008,107
2009,52.4
2010,245.5
2011,85.4
2012,87.3
2013,119.6
2014,43.7
2015,60.5
2016,96.7
2017,58.6
2018,68.9
2019,85.2
