UF,BA
Cidade,SITIO DO MATO
Nome Posto,GAMELEIRA
Latitude,-12.866944444444444
Longitude,-43.38138888888889
Codigo,1243000
Qtd. Anos,51
Ano,Maxima
1962,70.2
1963,173.4
1964,84.2
1969,96.2
1970,58.6
1971,43.6
1972,55.4
1973,63.6
1977,38
1978,75
1979,58
1980,54.3
1981,87.1
1982,55
1983,64
1984,80.3
1985,91.3
1986,69.2
1987,100.8
1988,80.5
1989,79.4
1990,85
1991,72.8
1992,105.3
1993,49
1994,43
1995,73.4
1996,39.2
1997,74.2
1998,56.2
1999,78.2
2000,72.2
2001,64.4
2002,76
2003,42.6
2004,89.8
2005,134.8
2006,45.8
2007,79
2008,72.2
2009,64.6
2010,74.4
2011,97.2
2012,64
2013,74.4
2014,52.8
2015,81
2016,63.4
2017,38.2
2018,65.8
2019,65.4
