UF,BA
Cidade,CORRENTINA
Nome Posto,ARROJADO
Latitude,-13.450833333333332
Longitude,-44.565555555555555
Codigo,1344016
Qtd. Anos,43
Ano,Maxima
1977,113.8
1978,103.2
1979,110.8
1980,70.4
1981,65.2
1982,85.8
1983,98.6
1984,53.6
1985,83.8
1986,64.4
1987,72.3
1988,75.8
1989,68
1990,50.2
1991,75.4
1992,73.3
1993,58.7
1994,70.7
1995,99.5
1996,47.2
1997,46.1
1998,56.3
1999,64.2
2000,75.3
2001,58.1
2002,94
2003,67.9
2004,171.3
2005,73.5
2006,78.2
2007,69.3
2008,72.5
2009,81.2
2010,97.8
2011,74.2
2012,131.3
2013,76.2
2014,46.6
2015,48.4
2016,82.5
2017,42.3
2018,102.6
2019,77.9
