UF,BA
Cidade,ANGICAL
Nome Posto,SAO SEBASTIAO
Latitude,-11.979444444444445
Longitude,-44.87722222222222
Codigo,1144014
Qtd. Anos,48
Ano,Maxima
1972,32
1973,125
1974,24.6
1975,72
1976,25.6
1977,25.4
1978,24.6
1979,75
1980,47.6
1981,75.4
1982,58.4
1983,72.4
1984,43
1985,60
1986,83.4
1987,84.6
1988,96.4
1989,87.8
1990,46.2
1991,43.6
1992,77.2
1993,56.5
1994,54.3
1995,73.8
1996,41
1997,77.9
1998,72.1
1999,71.7
2000,66.6
2001,68.5
2002,90.1
2003,51.5
2004,94.5
2005,105.8
2006,89.9
2007,75
2008,84.9
2009,100.8
2010,67.9
2011,56.2
2012,36.6
2013,48.3
2014,63.1
2015,40.6
2016,56.7
2017,96.7
2018,53.2
2019,73.5
