UF,BA
Cidade,SANTA BRIGIDA
Nome Posto,SANTA BRIGIDA
Latitude,-9.736666666666666
Longitude,-38.12861111111111
Codigo,938013
Qtd. Anos,48
Ano,Maxima
1960,77
1961,28
1962,45
1963,52
1964,80.1
1965,45.5
1966,81.2
1967,56.6
1968,35
1969,70.6
1970,68.3
1971,42.6
1972,49
1973,35.6
1974,70.4
1975,74.4
1976,63.5
1977,56.4
1978,77.3
1979,105.5
1980,102.5
1981,62.3
1982,19.6
1983,44.3
1984,56.6
1985,118.4
1986,64.6
1987,84.5
1988,60
1989,91.5
1990,60
1991,50
2004,8.5
2005,124
2006,38
2007,47.2
2008,63.4
2009,66.1
2010,50.6
2011,80.9
2012,27.9
2013,61.5
2014,40.2
2015,23.3
2016,50.2
2017,24.5
2018,69.7
2019,61.4
