UF,BA
Cidade,CONTENDAS DO SINCORA
Nome Posto,CONTENDAS DO SINCORA
Latitude,-13.766666666666667
Longitude,-41.03333333333333
Codigo,1341007
Qtd. Anos,64
Ano,Maxima
1933,30.5
1934,71
1935,72
1936,38.5
1937,85.8
1938,36.4
1939,26
1940,91.5
1941,54.8
1942,110.1
1943,67.7
1944,92.7
1945,110.2
1946,69
1947,87.4
1948,57.4
1949,56.2
1950,88.3
1951,71.4
1952,50.3
1953,57.5
1954,85.8
1955,43.3
1956,67.5
1957,49.5
1958,113.1
1959,52.5
1960,162
1961,75
1962,55
1963,52.6
1964,106.3
1965,28
1966,80
1967,67
1968,123.1
1969,91.4
1970,32.2
1971,61.4
1972,113.1
1973,83
1974,50
1975,65.3
1976,53.4
1977,110.6
1978,123
1979,79
1980,73.2
1981,160.2
1982,57.5
1983,72.2
1984,48.6
1985,133.6
1986,80
1987,28.6
1988,87.4
1989,100.2
1990,66.2
1991,87.2
1994,75.4
1996,60.4
1997,70.6
1998,28.6
1999,28.4
