UF,BA
Cidade,CANUDOS
Nome Posto,CANUDOS
Latitude,-9.8925
Longitude,-39.02972222222222
Codigo,939012
Qtd. Anos,59
Ano,Maxima
1911,23.7
1912,67.4
1913,69.9
1914,102.2
1915,41.5
1916,128.6
1917,102.1
1918,61.5
1919,116.5
1920,61.2
1921,67
1922,50.3
1923,110.1
1924,71
1925,55
1926,55.9
1927,30.1
1928,31
1929,66.5
1930,40.5
1931,40.8
1932,40.5
1933,40.8
1934,60
1935,92.2
1936,104.4
1937,65.5
1938,97.8
1939,114
1940,49.2
1941,45.9
1942,123.3
1943,61.8
1944,86.5
1945,39.9
1946,33.9
1947,54.8
1948,44.2
1949,58.9
1950,62
1951,46
1952,88
1953,47.9
1954,90.4
1955,62.3
1956,67.5
1957,53.6
1958,98
1959,120.9
1960,76.4
1961,10.3
1962,56.4
1963,61.5
1964,70
1965,47.8
1984,46.2
1985,60
1986,125
1987,75
