UF,BA
Cidade,CURACA
Nome Posto,BARRO VERMELHO (IBIPITANGA)
Latitude,-9.435277777777777
Longitude,-39.780833333333334
Codigo,939000
Qtd. Anos,57
Ano,Maxima
1934,56.2
1935,110
1936,53
1937,102.4
1938,37.2
1939,24.4
1940,50.3
1941,63.3
1942,67.9
1943,55.8
1944,95.2
1945,105.2
1946,51.1
1947,102.3
1948,30.8
1949,45
1950,74.4
1951,99
1952,97.4
1953,57.1
1954,92.4
1955,69.5
1956,44.8
1957,68
1958,48.8
1959,47.4
1960,152.1
1961,50
1962,42
1963,64
1964,139
1965,43.3
1966,87
1967,63
1968,77.2
1969,69.1
1970,85.3
1971,50.2
1972,145.4
1973,50.2
1974,61
1975,110
1976,58
1977,66
1978,60
1979,98
1980,74
1981,125
1982,31
1983,86
1984,58.3
1985,127
1986,78.4
1987,114
1988,74
1989,89.6
1990,76
