UF,BA
Cidade,ESPLANADA
Nome Posto,ESPLANADA
Latitude,-11.783333333333333
Longitude,-37.95
Codigo,1137028
Qtd. Anos,79
Ano,Maxima
1913,62.3
1914,65
1915,64
1916,64
1917,64
1918,36.3
1919,64
1920,64.1
1921,64
1922,36
1923,34.3
1924,64
1925,65
1926,65.2
1927,67.2
1928,63
1929,64.6
1930,65
1931,50.7
1932,36
1933,32
1934,58.4
1935,34
1936,49
1937,56
1938,55
1939,72.7
1940,58.8
1941,95
1942,72.1
1943,60.6
1944,100
1945,86
1946,42.5
1947,81.5
1948,73.4
1949,62.4
1950,46
1951,83.1
1952,69.3
1953,86.1
1954,96.1
1955,69
1956,74.7
1957,83.3
1958,63.7
1959,30.7
1960,99.5
1961,44.5
1962,53.7
1963,73.8
1964,131.6
1965,30.7
1966,128.2
1967,90.2
1968,116.7
1969,191.3
1970,75.5
1971,36.2
1972,60.3
1973,75.6
1974,72.1
1975,75.1
1976,100.3
1977,125.1
1978,100.2
1979,50.1
1980,100.2
1981,46
1982,51.1
1983,61.1
1984,60.2
1985,34.2
1986,29.8
1987,28.4
1988,25
1989,25
1990,10
1991,25
