UF,BA
Cidade,MIGUEL CALMON
Nome Posto,MIGUEL CALMON (DJALMA DUTRA)
Latitude,-11.4325
Longitude,-40.60444444444445
Codigo,1140000
Qtd. Anos,54
Ano,Maxima
1966,93.6
1967,76.4
1968,81
1969,60.8
1970,58
1971,41
1972,52
1973,45.2
1974,62
1975,44.6
1976,63.2
1977,63.2
1978,72.4
1979,47.2
1980,56
1981,50
1982,32.9
1983,113
1984,48
1985,85
1986,74.4
1987,47.7
1988,131.5
1989,105.6
1990,58
1991,58.8
1992,88.4
1993,60
1994,96.6
1995,49.5
1996,88
1997,63
1998,74.1
1999,135
2000,94.6
2001,53.5
2002,81
2003,67.5
2004,100.6
2005,82.2
2006,131.8
2007,103.3
2008,56
2009,77.3
2010,122.3
2011,65
2012,39.5
2013,78
2014,66
2015,79.5
2016,75
2017,39.1
2018,79
2019,72.5
