UF,BA
Cidade,VITORIA DA CONQUISTA
Nome Posto,VITORIA DA CONQUISTA
Latitude,-14.85
Longitude,-40.833333333333336
Codigo,1440002
Qtd. Anos,49
Ano,Maxima
1934,53
1935,81
1936,74.6
1937,85.5
1938,120
1939,47
1940,105
1941,70
1942,32.5
1943,92.5
1944,80
1946,53
1948,45
1949,49.2
1950,121
1951,70.4
1953,62
1954,25
1955,30
1956,56
1957,90
1958,49
1959,63
1960,48
1961,45
1962,63
1963,55
1964,50.5
1965,63.5
1966,105.3
1967,62.3
1968,57.3
1969,95.3
1970,28.3
1971,52.3
1972,42.3
1973,78
1974,76.3
1975,46.3
1976,41.5
1977,70.5
1978,101.4
1979,80.1
1980,90.2
1981,62
1982,90
1983,100
1984,17.2
1985,95.8
