UF,BA
Cidade,CORRENTINA
Nome Posto,CORRENTINA-2
Latitude,-13.336388888888889
Longitude,-44.65222222222222
Codigo,1344014
Qtd. Anos,47
Ano,Maxima
1972,70.7
1973,50.4
1974,100.8
1975,63.2
1976,40
1977,100.7
1978,95.6
1979,81.2
1980,107.2
1981,61.4
1982,66
1983,49.8
1984,47.8
1985,95.4
1986,67.2
1987,108
1988,124
1989,121.6
1990,47
1991,82
1992,56
1993,41.2
1994,48.3
1995,48.2
1996,51.8
1997,81.4
1998,71.8
1999,73.2
2000,75.1
2001,68.8
2002,64.3
2003,53.3
2004,93.8
2005,69.4
2006,75.4
2007,78.3
2008,86.6
2009,65
2010,53.8
2011,57.5
2012,85
2013,89
2014,78
2015,65.3
2016,105
2017,74.4
2019,54.9
