UF,BA
Cidade,JANDAIRA
Nome Posto,ITANHY
Latitude,-11.541944444444445
Longitude,-37.566111111111105
Codigo,1137027
Qtd. Anos,55
Ano,Maxima
1965,55.2
1966,78.8
1967,112.6
1968,182.8
1969,142.2
1970,88.4
1971,12.3
1972,62.3
1973,81.4
1974,127
1975,90.6
1976,70
1977,77
1978,75
1979,85.8
1980,102.8
1981,63.7
1982,81.8
1983,83.4
1984,70
1985,102.3
1986,103.5
1987,76.1
1988,130.7
1989,142.8
1990,90.5
1991,84.8
1992,91.5
1993,80.3
1994,71
1995,43.8
1996,136.2
1997,84.5
1998,135.3
1999,98.4
2000,147.6
2001,73.2
2002,63.4
2003,108.7
2004,90.7
2005,113.6
2006,69.2
2007,108.6
2008,83.5
2009,100
2010,75.8
2011,44.2
2012,73.3
2013,86.9
2014,81.7
2015,97.7
2016,79.5
2017,66
2018,148
2019,75.8
