UF,BA
Cidade,MARCIONILIO SOUZA
Nome Posto,MACHADO PORTELA (JURACI)
Latitude,-13.133333333333333
Longitude,-40.766666666666666
Codigo,1340016
Qtd. Anos,59
Ano,Maxima
1939,54.3
1940,174.2
1941,68.2
1942,72
1943,82
1944,143
1945,84
1946,84
1947,72
1948,68
1949,60
1950,84
1951,83
1952,80
1953,51
1954,121
1955,90
1956,100
1957,79.6
1958,62
1959,95
1960,80
1961,105
1962,56
1963,80
1964,89
1965,50
1966,80
1967,52.3
1968,142.2
1969,79.7
1970,80.1
1971,72.2
1972,50
1973,107
1975,70
1976,53
1977,74
1978,78.1
1979,40
1980,86.3
1981,54.2
1982,50.2
1983,80.2
1984,40
1985,80
1986,100
1987,68.3
1988,105.4
1989,80.1
1990,30.1
1991,102
1995,9.2
1996,113
1997,114
1998,64
1999,54
2000,85
2001,17
