UF,BA
Cidade,MASCOTE
Nome Posto,MASCOTE
Latitude,-15.564166666666667
Longitude,-39.30166666666666
Codigo,1539010
Qtd. Anos,76
Ano,Maxima
1944,112
1945,136
1946,85.2
1947,135.4
1948,57.4
1949,75.3
1950,80.6
1951,110.2
1952,43.8
1953,58.2
1954,86.2
1955,89.3
1956,65.8
1957,80.8
1958,57.3
1959,16.2
1960,70.2
1961,70.6
1962,67.8
1963,126.4
1964,78.6
1965,70.2
1966,71.3
1967,84.1
1968,101.2
1969,160.5
1970,53.9
1971,41.9
1972,75.2
1973,42.6
1974,81.1
1975,58.9
1976,44.2
1977,40.6
1978,47.1
1979,41.4
1980,89
1981,75
1982,48.2
1983,88.4
1984,47.9
1985,73.8
1986,49
1987,71.9
1988,59.4
1989,126.8
1990,76.8
1991,126
1992,128.6
1993,50
1994,56.9
1995,50.6
1996,55.9
1997,80.9
1998,54.3
1999,70.8
2000,74.7
2001,55.2
2002,52.5
2003,38.6
2004,146.4
2005,44.8
2006,54.7
2007,78.6
2008,61.4
2009,61.3
2010,64.6
2011,39.6
2012,52.4
2013,39.6
2014,74.9
2015,40
2016,57.6
2017,61.6
2018,56.8
2019,60
