UF,BA
Cidade,SANTANA
Nome Posto,PORTO NOVO
Latitude,-13.2925
Longitude,-43.909166666666664
Codigo,1343008
Qtd. Anos,81
Ano,Maxima
1936,15.4
1937,64.3
1938,151
1939,72
1940,138
1941,191
1942,63.2
1943,75
1944,52.4
1945,78.4
1946,95.4
1947,97.2
1948,71
1949,79.3
1950,74.2
1951,71.5
1952,127.8
1953,67.5
1954,50.4
1955,73
1956,63
1957,83
1958,100.6
1959,70
1960,61
1961,76
1962,63
1963,60
1964,100.9
1965,140.5
1966,73.5
1967,63.3
1968,50.1
1969,76.4
1970,57.4
1971,230.1
1972,71.6
1973,75
1977,74
1978,51.7
1979,73
1980,75.4
1981,74
1982,42.4
1983,110
1984,58
1985,8.6
1986,50.8
1987,94.2
1988,113.6
1989,55
1990,55.8
1991,72.8
1992,74.4
1993,50
1994,91.7
1995,98.3
1996,35.2
1997,71.2
1998,64.6
1999,57.4
2000,72.1
2001,77.9
2002,56.9
2003,53.9
2004,61.2
2005,108.3
2006,62.4
2007,66.6
2008,62.4
2009,105.2
2010,76.8
2011,67.4
2012,94.2
2013,68.5
2014,67.8
2015,42.4
2016,75.4
2017,77.5
2018,82.8
2019,82.4
