UF,BA
Cidade,JUAZEIRO
Nome Posto,CAMPO DOS CAVALOS
Latitude,-9.559722222222224
Longitude,-40.64666666666667
Codigo,940018
Qtd. Anos,70
Ano,Maxima
1947,49.2
1948,70.8
1950,63.6
1951,23.2
1952,64.5
1954,23.2
1955,41.5
1956,57.2
1957,119.1
1958,49.3
1959,49.1
1960,113.2
1961,57
1963,52.1
1964,94.4
1965,63.3
1966,122.5
1967,68.3
1968,104.3
1969,60.1
1970,75.2
1971,79
1972,93.2
1973,118.2
1974,75.2
1975,63.7
1976,79.4
1977,65.2
1978,122.5
1979,54
1980,83.5
1981,116.4
1982,55.5
1983,45
1984,62.2
1985,73
1986,95.1
1987,51.1
1988,97.6
1989,93.7
1990,42.7
1991,130.2
1992,80.9
1993,40.8
1994,58.6
1995,148.5
1996,46.5
1997,83.3
1998,35.2
1999,70.8
2000,51.2
2001,28.1
2002,104.2
2003,67.8
2004,72.9
2005,101.3
2006,64.5
2007,87.5
2008,85.8
2009,75.1
2010,51.1
2011,54.2
2012,21.9
2013,56.7
2014,44.7
2015,24
2016,77.4
2017,48.8
2018,45.4
2019,35.9
