UF,BA
Cidade,QUEIMADAS
Nome Posto,ACUDE MONTEIRO
Latitude,-10.8275
Longitude,-39.600833333333334
Codigo,1039011
Qtd. Anos,53
Ano,Maxima
1937,45.5
1938,74.2
1939,86.2
1940,62.3
1941,52.2
1942,68
1943,60
1944,49
1945,85
1946,29
1947,117
1948,60
1949,80
1950,60
1951,50
1952,40
1953,38.3
1954,57.2
1955,88.2
1956,10.6
1957,47.3
1958,25.4
1959,56
1960,84.3
1961,80
1962,65
1963,50
1964,62
1965,47.8
1966,49.5
1967,79.1
1968,56
1969,70.2
1970,62.2
1971,11.1
1972,105
1973,82.1
1974,61.8
1975,42.6
1976,22.3
1977,22
1978,22.1
1979,15.6
1980,62.2
1981,35.1
1982,50
1983,35.8
1984,94.3
1985,60
1986,19.1
1987,25.4
1989,41.3
1990,12.2
