UF,BA
Cidade,VALENCA
Nome Posto,VALENCA
Latitude,-13.367222222222223
Longitude,-39.077222222222225
Codigo,1339038
Qtd. Anos,75
Ano,Maxima
1944,28.6
1945,105
1946,63.4
1947,141.4
1948,50.6
1949,153
1950,85.4
1951,115.2
1952,48.4
1953,71.6
1954,150.6
1955,70.2
1956,52.4
1958,25
1959,25
1960,45.8
1961,25
1962,25
1963,25.1
1964,25.4
1965,25
1966,25
1967,31.8
1968,25
1969,25.4
1970,26
1971,25
1972,126.4
1973,106.1
1974,125.5
1975,95.2
1976,113.5
1977,112.2
1978,100
1979,97.4
1980,86.2
1981,107.6
1982,58.6
1983,76.4
1984,111.4
1985,98
1986,101.2
1987,56.6
1988,137.7
1989,83.4
1990,113.6
1991,144.7
1992,96.8
1993,43
1994,117.9
1995,117.9
1996,152.2
1997,103.6
1998,86.1
1999,75
2000,90.8
2001,81.2
2002,68
2003,88.5
2004,99.2
2005,89.8
2006,116.7
2007,81.4
2008,66.9
2009,100
2010,130.7
2011,87.8
2012,65.4
2013,172.8
2014,60.2
2015,57.3
2016,188.5
2017,63.5
2018,54.9
2019,62.5
