UF,BA
Cidade,IACU
Nome Posto,IACU
Latitude,-12.762222222222222
Longitude,-40.21083333333333
Codigo,1240016
Qtd. Anos,75
Ano,Maxima
1944,130.5
1945,112.6
1946,81
1947,137
1948,83
1949,22.2
1950,45
1951,42
1952,60.4
1953,59
1954,32
1955,51.4
1956,77
1957,74
1958,85.4
1959,72.5
1960,111
1961,30
1962,45
1963,79.2
1964,101
1965,71
1966,57.2
1967,103.4
1968,77.8
1969,64.6
1970,72.8
1972,65
1973,92.1
1974,30
1975,57
1976,62.9
1977,73.7
1978,106.5
1979,55.1
1980,80
1981,77
1982,70.9
1983,41
1984,26.4
1985,66.3
1986,32
1987,23.3
1988,48.6
1989,75.6
1990,54.3
1991,50.5
1992,142.5
1993,24
1994,95
1995,87
1996,78.6
1997,96.2
1998,41.1
1999,74.2
2000,84.2
2001,77
2002,72
2003,29.5
2004,80
2005,42.7
2006,67.4
2007,63.9
2008,127.2
2009,79.5
2010,85.2
2011,74
2012,47.5
2013,62.3
2014,60
2015,72.5
2016,147.5
2017,77.8
2018,40
2019,42.3
