UF,BA
Cidade,CAMACARI
Nome Posto,TIRIRICA
Latitude,-12.570277777777777
Longitude,-38.056666666666665
Codigo,1238000
Qtd. Anos,58
Ano,Maxima
1962,108
1963,78.6
1964,84
1965,92
1966,145.5
1967,64.1
1968,91.5
1969,106.2
1970,72.9
1971,168
1972,110.5
1973,169.2
1974,71.8
1975,151.6
1976,83.4
1977,78.2
1978,94.2
1979,50.6
1980,74.6
1981,58.9
1982,134.3
1983,131.9
1984,151.2
1985,113.4
1986,134.2
1987,72.6
1988,136
1989,79.5
1990,61.6
1991,131.4
1992,103.2
1993,55.5
1994,95.3
1995,65
1996,137.4
1997,100.4
1998,114.6
1999,107.2
2000,85.3
2001,142.9
2002,54.4
2003,92.9
2004,119.5
2005,85.5
2006,82.6
2007,92.4
2008,92.5
2009,70.9
2010,113.8
2011,108.3
2012,83.6
2013,109.9
2014,68.7
2015,72.2
2016,92.3
2017,80.7
2018,111.2
2019,111.7
