UF,BA
Cidade,NOVA VICOSA
Nome Posto,HELVECIA (EFBM)
Latitude,-17.808055555555555
Longitude,-39.6625
Codigo,1739006
Qtd. Anos,79
Ano,Maxima
1941,56.5
1942,93
1943,77.6
1944,61.2
1945,55.8
1946,56.8
1947,37.4
1948,62.8
1949,93
1950,78.4
1951,20.8
1952,51.8
1953,79.5
1954,58
1955,71
1956,120
1957,93.3
1958,60.5
1959,56.4
1960,87.3
1961,95.9
1962,92.1
1963,44.2
1964,74.2
1965,145.4
1966,80.2
1967,59.7
1968,70.4
1969,128.3
1970,153.2
1971,72.6
1972,63.2
1973,67.8
1974,65.3
1975,66.4
1976,113.4
1977,58.4
1978,97.6
1979,65
1980,79
1981,93.4
1982,50
1983,128.4
1984,114.6
1985,148.6
1986,141.6
1987,128.3
1988,56.4
1989,82.2
1990,88.4
1991,60.2
1992,146.8
1993,70.6
1994,84.4
1995,64.2
1996,55.9
1997,69.1
1998,100.2
1999,77.5
2000,170.2
2001,47.7
2002,80.7
2003,67.1
2004,107.2
2005,95.1
2006,65.7
2007,67.5
2008,87.5
2009,100
2010,89.1
2011,90.3
2012,97.1
2013,61
2014,52.3
2015,41.5
2016,76.4
2017,71.2
2018,81.5
2019,59.8
