UF,BA
Cidade,BARREIRAS
Nome Posto,FAZENDA REDENCAO
Latitude,-12.134722222222221
Longitude,-45.10416666666667
Codigo,1245004
Qtd. Anos,48
Ano,Maxima
1972,25
1973,25.5
1974,80.8
1975,70.9
1976,99.1
1977,69.2
1978,107.8
1979,95
1980,103.5
1981,125
1982,156
1983,44.2
1984,105.6
1985,64.6
1986,58.3
1987,70
1988,68.3
1989,89
1990,44.6
1991,75.3
1992,86.5
1993,51.4
1994,103.6
1995,127.1
1996,55.5
1997,93.1
1998,104.8
1999,80.7
2000,60.7
2001,70.3
2002,84.6
2003,72.6
2004,63.1
2005,82.4
2006,111.6
2007,55.9
2008,75
2009,85.4
2010,74.6
2011,99.6
2012,75.9
2013,75.9
2014,67.8
2015,69.3
2016,81.6
2017,60.4
2018,79.4
2019,53.1
