UF,BA
Cidade,MURITIBA
Nome Posto,MURITIBA
Latitude,-12.616111111111111
Longitude,-39.00416666666667
Codigo,1239035
Qtd. Anos,55
Ano,Maxima
1946,23.5
1947,28.5
1948,29
1949,23
1950,46.6
1951,50.7
1952,74.2
1953,75.3
1954,105
1955,66.3
1956,64.6
1957,60.3
1958,75.6
1959,49.6
1960,101.3
1961,56
1962,78.1
1963,135
1964,70.2
1965,77
1966,84.4
1967,60.6
1968,36
1969,50.3
1970,90.2
1971,100.3
1972,34.1
1973,64.2
1974,51.1
1975,36.7
1976,56.2
1977,157.4
1978,56.1
1979,22.1
1980,28
1981,90
1984,100.2
1985,102.7
1986,34.1
1987,59
1988,60
1989,58
2000,42
2002,41
2003,43.5
2005,57
2006,110.8
2007,84.5
2008,47.5
2009,35.8
2010,111
2011,56
2012,30.8
2013,35.8
2014,44.3
