UF,BA
Cidade,CICERO DANTAS
Nome Posto,CICERO DANTAS
Latitude,-10.595
Longitude,-38.38583333333333
Codigo,1038004
Qtd. Anos,81
Ano,Maxima
1911,18
1912,66.7
1913,61.3
1914,121.1
1915,50.2
1916,121
1917,32.4
1918,68
1919,60
1920,60.9
1921,41.4
1922,68.1
1923,66.1
1924,78.8
1925,48.6
1926,43.6
1927,75.3
1928,36.8
1929,58.1
1930,48.3
1931,64.5
1932,41.4
1933,43.4
1934,43.4
1935,90.5
1936,99.6
1937,88.9
1938,45.5
1939,109.6
1940,97.3
1941,79.1
1942,50.5
1943,111.8
1944,43.7
1945,45.2
1946,41.7
1947,109.8
1948,104.4
1949,96.4
1950,68.3
1951,72.2
1952,68.7
1953,28.2
1954,122.4
1955,39.8
1956,55.7
1957,109.4
1958,69.6
1959,21.4
1960,143.7
1961,52.6
1962,54.2
1963,96.7
1964,70.6
1965,59.7
1966,75.8
1967,115
1968,101.4
1969,77
1970,50.8
1971,41.4
1972,94.8
1973,49
1974,94.2
1975,41.4
1976,37.4
1977,63.6
1978,62.8
1979,74.2
1980,96.4
1981,54.6
1982,72.2
1983,108.6
1984,39.6
1985,70
1986,53
1987,51
1988,70
1989,41
1990,28
1991,61
