UF,BA
Cidade,SAO DESIDERIO
Nome Posto,DEROCAL
Latitude,-12.411388888888888
Longitude,-45.12027777777778
Codigo,1245005
Qtd. Anos,48
Ano,Maxima
1972,97
1973,83.8
1974,98.4
1975,66.4
1976,90.9
1977,70.9
1978,73.8
1979,53.8
1980,80.8
1981,89.4
1982,97.8
1983,104.6
1984,74.6
1985,59.6
1986,56.4
1987,143.5
1988,82.6
1989,81.6
1990,64.7
1991,78.3
1992,106.8
1993,46.6
1994,67.7
1995,72.1
1996,83.6
1997,79.7
1998,58.6
1999,78.6
2000,55.3
2001,99.8
2002,57.6
2003,84.5
2004,82.6
2005,71.5
2006,75.2
2007,61.1
2008,92.2
2009,97.5
2010,68.7
2011,60.3
2012,87.8
2013,104.3
2014,69.7
2015,48.7
2016,110.8
2017,63.2
2018,91.4
2019,84.9
