UF,BA
Cidade,PALMAS DE MONTE ALTO
Nome Posto,PALMAS DE MONTE ALTO
Latitude,-14.259444444444444
Longitude,-43.16555555555556
Codigo,1443026
Qtd. Anos,109
Ano,Maxima
1911,114
1912,51.2
1913,68
1914,70
1915,50.1
1916,65
1917,68
1918,53.5
1919,67
1920,73.5
1921,66
1922,56
1923,42
1924,58.8
1925,50.5
1926,50.4
1927,42.6
1928,40
1929,50.8
1930,50.6
1931,45.7
1932,50
1933,52.4
1934,90.1
1935,100.5
1936,101.7
1937,78.3
1938,85.3
1939,56.5
1940,71.3
1941,84.4
1942,76.4
1943,62.1
1944,112.5
1945,72.5
1946,121.3
1947,85.2
1948,75.2
1949,112.3
1950,145.4
1951,82.5
1952,111.7
1953,55.4
1954,63.2
1955,154.3
1956,93.6
1957,61.3
1958,65.4
1959,40.5
1960,75.5
1961,66.4
1962,93.2
1963,81.3
1964,67.3
1965,40.2
1966,54.2
1967,82.5
1968,115.4
1969,68.3
1970,84.2
1971,73.2
1972,61.6
1973,28.4
1974,122.6
1975,75.2
1976,81.3
1977,106.2
1978,83.2
1979,100.2
1980,92.4
1981,51.4
1982,87.2
1983,34.3
1984,108.2
1985,58.3
1986,57.6
1987,106.4
1988,36.4
1989,75
1990,62.7
1991,76.1
1992,137.8
1993,85.9
1994,81
1995,69.1
1996,86.8
1997,51.3
1998,95.4
1999,137.6
2000,66.3
2001,53.1
2002,76.4
2003,62.5
2004,96.5
2005,89.5
2006,139.9
2007,77
2008,76.5
2009,73
2010,57.3
2011,49.3
2012,72.5
2013,86.9
2014,81.1
2015,103.5
2016,97.7
2017,50.7
2018,92.3
2019,51.5
