UF,BA
Cidade,ARACATU
Nome Posto,ARACATU (SAO PEDRO)
Latitude,-14.416666666666666
Longitude,-41.46666666666667
Codigo,1441011
Qtd. Anos,50
Ano,Maxima
1937,43
1938,35.7
1939,72.5
1940,70.3
1941,72.5
1942,67
1943,52.5
1944,63.8
1945,81.5
1946,96
1947,35.5
1948,30.5
1949,25
1950,57
1951,52
1952,69
1953,85
1954,77
1955,60
1956,63
1957,51
1958,82
1959,109
1960,28
1961,35
1962,44
1963,58
1964,31
1965,109.3
1966,52.3
1967,62
1968,65.2
1969,125
1970,54.4
1971,112.4
1972,60.2
1973,43.2
1974,55
1975,72
1976,59.2
1977,66.8
1978,43.8
1979,71.6
1980,78.6
1981,87.4
1982,69
1983,86.4
1986,42.8
1987,53.6
1988,86.8
