UF,BA
Cidade,RIO DE CONTAS
Nome Posto,RIO DE CONTAS
Latitude,-13.566666666666666
Longitude,-41.81666666666667
Codigo,1341011
Qtd. Anos,81
Ano,Maxima
1911,45.5
1912,71.5
1913,61.8
1914,68.5
1915,66.4
1916,83.2
1917,66.6
1918,62.8
1919,102.3
1920,100
1921,55.8
1922,55.3
1923,62.3
1924,65.4
1925,64.3
1926,62.5
1927,18.3
1928,55.8
1929,15.2
1930,72.8
1931,24.2
1932,51.9
1933,69.3
1934,55.3
1935,128.6
1936,68.1
1937,64
1938,60.5
1939,48.6
1940,82.5
1941,92.6
1942,98.5
1943,44.4
1944,42.2
1945,77.3
1946,70.5
1947,59.6
1948,68.6
1949,73.3
1950,74
1951,63
1952,53.2
1953,72.4
1954,83.3
1955,57.5
1956,56.4
1957,40.5
1958,45.2
1959,65.2
1960,36.2
1961,56
1962,53
1963,64.2
1964,89
1965,53
1966,80
1967,82
1968,123.6
1969,88
1970,67
1971,71.3
1972,55
1973,45
1974,89
1975,42
1976,34
1977,56.9
1978,99.8
1979,71
1980,97.2
1981,52.4
1982,50
1983,72
1984,77.6
1985,127
1986,67.3
1987,42.6
1988,70.1
1989,80
1990,80
1991,80
