UF,BA
Cidade,OLIVEIRA DOS BREJINHOS
Nome Posto,OLIVEIRA DOS BREJINHOS
Latitude,-12.316111111111113
Longitude,-42.89555555555555
Codigo,1242008
Qtd. Anos,61
Ano,Maxima
1936,48.9
1937,72
1938,79.2
1939,42
1940,84
1941,50
1942,69.2
1943,63.1
1944,56
1945,76.2
1946,91.6
1947,85.4
1948,60.2
1949,42
1950,60.2
1951,68
1952,41.7
1953,103.6
1954,67
1955,83.2
1956,96.6
1957,91
1958,69.2
1959,45.1
1960,83
1961,60
1962,54.5
1963,182.3
1964,83.4
1965,40.8
1966,105.4
1967,103.8
1968,101.7
1969,57.2
1970,67.2
1971,78.3
1972,50.3
1973,70.3
1974,74.8
1975,74.3
1976,49.2
1977,71.2
1978,80.3
1979,70.8
1980,70.5
1981,51.3
1982,81.4
1983,112.5
1984,69.8
1985,89.2
1986,70
1987,58.9
1988,60.8
1989,107.8
1990,90.8
1991,78.6
1994,38.7
1996,49.4
1997,69.2
1998,98.8
1999,59.3
