UF,BA
Cidade,UAUA
Nome Posto,PATAMUTE
Latitude,-9.411666666666667
Longitude,-39.471944444444446
Codigo,939008
Qtd. Anos,81
Ano,Maxima
1911,25.4
1912,78.1
1913,40.5
1914,47.7
1915,64
1916,91
1917,42.3
1918,97.1
1919,45.3
1920,86
1921,78.6
1922,28
1923,82.5
1924,75.5
1925,72
1926,88.4
1927,70.2
1928,84
1929,82.6
1930,63.2
1931,18.5
1932,48.1
1933,47.3
1934,38
1935,63
1936,82.5
1937,70.4
1938,38
1939,49.8
1940,97
1941,32.3
1942,31.7
1943,46.6
1944,55.6
1945,55.6
1946,55.8
1947,72.4
1948,56.2
1949,74.6
1950,55.3
1951,100.5
1952,83
1953,33
1954,8.8
1955,6
1956,7.2
1957,5.7
1958,4.2
1959,6
1960,7.6
1961,4.2
1962,38.8
1963,101.5
1964,53
1965,50.8
1966,48
1967,53.1
1968,26.3
1969,33.2
1970,56.4
1971,53.4
1972,116.8
1973,53
1974,60
1975,42
1976,38
1977,25
1978,29
1979,122.2
1980,34
1981,70.2
1982,18
1983,33
1984,72.2
1985,98
1986,34.3
1987,63
1988,45
1989,41
1990,29
1991,59
