UF,BA
Cidade,SAO JOSE DA VITORIA
Nome Posto,SAO JOSE
Latitude,-15.092222222222222
Longitude,-39.345555555555556
Codigo,1539002
Qtd. Anos,51
Ano,Maxima
1969,10
1970,72
1971,64
1972,72.3
1973,90
1974,60.3
1975,79
1976,180
1977,55
1978,57
1979,86
1980,105
1981,75
1982,56
1983,112.2
1984,89.3
1985,75
1986,37.2
1987,38
1988,71.9
1989,82.4
1990,56
1991,93.1
1992,76.4
1993,76.7
1994,84.8
1995,70.6
1996,52.5
1997,130
1998,79.7
1999,70.9
2000,65.1
2001,70.4
2002,86.7
2003,51.6
2004,67.1
2005,107.5
2006,77.1
2007,106.5
2008,55.5
2009,66.5
2010,56.5
2011,77.1
2012,60.6
2013,121.3
2014,68.6
2015,57.7
2016,67.2
2017,67.8
2018,58.4
2019,99.7
