UF,BA
Cidade,ITAPEBI
Nome Posto,ITAPEBI
Latitude,-15.960833333333333
Longitude,-39.52611111111111
Codigo,1539006
Qtd. Anos,77
Ano,Maxima
1943,55
1944,60.8
1945,67.3
1946,85
1947,137.8
1948,47.2
1949,52
1950,64.1
1951,35.2
1952,57.7
1953,70.1
1954,66.6
1955,64.5
1956,76.6
1957,84.8
1958,66
1959,66.6
1960,82.2
1961,31.8
1962,80.5
1963,70
1964,86
1965,60
1966,64.9
1967,87.2
1968,48.1
1969,82.4
1970,108.1
1971,52.2
1972,38.4
1973,86.4
1974,53.1
1975,67.4
1976,50
1977,52
1978,117.4
1979,61.2
1980,69.4
1981,63
1982,54.2
1983,50.5
1984,64.2
1985,121.8
1986,80.3
1987,119.4
1988,57.5
1989,78.2
1990,103.5
1991,76.4
1992,67.4
1993,55.2
1994,75.4
1995,88
1996,57
1997,95.4
1998,63.2
1999,118.4
2000,77.3
2001,38.1
2002,103.7
2003,70.3
2004,89.1
2005,94.8
2006,101.9
2007,94.2
2008,45.3
2009,49.9
2010,96.8
2011,48.6
2012,68.6
2013,64.2
2014,74.8
2015,46.8
2016,132.9
2017,97.1
2018,56
2019,24.2
