UF,BA
Cidade,RIBEIRA DO POMBAL
Nome Posto,MIRANDELA
Latitude,-10.666666666666666
Longitude,-38.61666666666667
Codigo,1038010
Qtd. Anos,47
Ano,Maxima
1942,26.6
1943,136.9
1944,69.3
1945,63.2
1946,34.2
1947,89.3
1948,42.6
1949,70.3
1950,46.5
1951,66
1952,52.3
1953,28.8
1954,56.3
1955,28.6
1956,48.6
1957,98.6
1958,36.4
1959,32.6
1960,58.3
1961,18.7
1962,82.6
1963,60.2
1964,42
1965,51
1966,140
1967,67.4
1968,62.1
1969,65.2
1970,44.1
1971,48.3
1972,33.6
1973,39
1974,54.2
1975,48.3
1976,44.2
1977,39.2
1978,50.2
1979,55.1
1980,57.2
1981,63.8
1982,25.5
1983,52.2
1984,32.4
1985,56.2
1986,27.2
1987,35.4
1988,125.6
