UF,BA
Cidade,JACOBINA
Nome Posto,ACUDE RIO DO PEIXE
Latitude,-11.2
Longitude,-40.016666666666666
Codigo,1140022
Qtd. Anos,62
Ano,Maxima
1928,50
1929,49
1930,44.1
1931,62.4
1932,25.3
1933,63.8
1934,18.8
1935,66.7
1936,50.2
1937,74
1938,54.3
1939,66
1940,84.5
1941,42.5
1942,57.2
1943,32.4
1944,68.4
1945,42.6
1946,41.4
1947,52.5
1948,45.6
1949,34.8
1950,79
1951,63.5
1952,71.5
1953,64.5
1954,44.6
1955,60.5
1956,90.7
1957,42.4
1958,65.8
1959,84.6
1960,90.6
1961,49.3
1962,49.9
1963,68.5
1964,42.2
1965,72.3
1966,54.3
1967,56.4
1968,47.4
1969,71.4
1970,49.2
1971,53.4
1972,60.9
1973,50.4
1974,81.2
1975,63.1
1976,60.4
1977,50.2
1978,60.5
1979,28
1980,60.4
1981,60.1
1982,70.2
1983,80.1
1984,54.1
1985,100.1
1986,63.3
1987,138.6
1988,90.1
1989,90
