UF,BA
Cidade,RAFAEL JAMBEIRO
Nome Posto,ARGOIM
Latitude,-12.585
Longitude,-39.51833333333333
Codigo,1239007
Qtd. Anos,61
Ano,Maxima
1959,28.9
1960,91.9
1961,28.5
1962,42.3
1963,108.1
1964,73.3
1965,25
1966,25
1967,25
1968,32
1969,75
1970,63
1971,24.6
1972,25
1973,50
1974,24.2
1975,77
1976,58
1977,35.2
1978,116.3
1979,65
1980,69.3
1981,50.4
1982,58.5
1983,67.3
1984,51.6
1985,68.2
1986,72.5
1987,40.2
1988,38.3
1989,83.1
1990,18.4
1991,30.2
1992,130.8
1993,36.2
1994,37.2
1995,89
1996,44.8
1997,94
1998,42
1999,47
2000,46.8
2001,55.3
2002,75
2003,37
2004,101.4
2005,53.9
2006,29.4
2007,125.6
2008,135.6
2009,60.2
2010,41
2011,56.7
2012,28.1
2013,90
2014,30
2015,38
2016,60.1
2017,52
2018,104
2019,56.4
