UF,BA
Cidade,MANSIDAO
Nome Posto,MANSIDAO
Latitude,-10.716388888888888
Longitude,-44.03472222222222
Codigo,1044007
Qtd. Anos,60
Ano,Maxima
1936,75.9
1937,59.8
1938,51
1939,54.3
1940,64.3
1941,91.2
1942,94.5
1943,80
1944,151.7
1945,55.7
1946,49.1
1947,120
1948,67.2
1949,105.2
1950,65.7
1951,62.5
1952,62.9
1953,78.9
1954,86.5
1955,69
1956,41
1957,114.7
1958,70.1
1959,65.8
1960,104.4
1961,78.7
1962,48
1963,48.6
1964,77.2
1965,59.1
1966,58.2
1967,70.1
1968,53.8
1969,76.2
1970,55.1
1971,57.4
1972,69.6
1973,72.2
1974,82
1975,66
1976,91
1977,68.6
1978,95.4
1979,81
1980,68.6
1981,60
1982,74.5
1983,70
1984,80
1985,54
1986,74
1987,70
1988,60
1989,84
1990,93
1991,87.4
1995,49
1996,31.8
1997,60.3
1998,64.2
