UF,BA
Cidade,CAMACARI
Nome Posto,EMBOACICA
Latitude,-12.603055555555555
Longitude,-38.1375
Codigo,1238046
Qtd. Anos,58
Ano,Maxima
1961,35.1
1962,91
1963,88.5
1964,64
1965,63
1966,42
1967,21
1968,21.2
1969,140.2
1970,80.3
1971,126.3
1973,123.1
1974,96.4
1975,85.8
1976,73.7
1977,126.8
1978,75.9
1979,75
1980,95.5
1981,23
1982,28.2
1983,28
1984,25.1
1985,112.4
1986,117.5
1987,207.4
1988,146
1989,88.7
1990,42.7
1991,97.6
1992,72.6
1993,59
1994,99.8
1995,80
1996,87
1997,76.2
1998,99.5
1999,502.4
2000,72.7
2001,67.3
2002,40.8
2003,41.6
2004,124.3
2005,183.5
2006,135.3
2007,148.8
2008,55.8
2009,72.5
2010,200.5
2011,176.7
2012,142.1
2013,176.6
2014,97.8
2015,87.7
2016,130.6
2017,139.3
2018,72.2
2019,81.1
