UF,BA
Cidade,SANTA INES
Nome Posto,SANTA INES
Latitude,-13.2975
Longitude,-39.82138888888889
Codigo,1339041
Qtd. Anos,77
Ano,Maxima
1943,26.7
1944,70
1945,74.6
1946,54.4
1947,68.4
1948,47.6
1949,64
1950,40.8
1951,64.2
1952,35.3
1953,72.2
1954,230.6
1955,51.4
1956,27
1957,76
1958,111.2
1959,73.4
1960,73.6
1961,21.4
1962,40.2
1963,69
1964,85.2
1965,17.2
1966,69.5
1967,2.3
1968,85.2
1969,104.2
1970,93
1971,70.2
1972,58.8
1973,40.2
1974,72.4
1975,70.2
1976,29.4
1977,16.8
1978,50.2
1979,50.8
1980,60.8
1981,66.4
1982,50.4
1983,67.2
1984,30.6
1985,58
1986,102.5
1987,22.6
1988,77.5
1989,63.2
1990,21
1991,39.4
1992,59.4
1993,24.8
1994,30
1995,30.3
1996,41.3
1997,56.6
1998,58.3
1999,69.7
2000,84.7
2001,72.3
2002,53.2
2003,83.8
2004,73
2005,67
2006,33.7
2007,64.6
2008,42.3
2009,40.4
2010,34.8
2011,94
2012,24.6
2013,57.4
2014,54.8
2015,24.5
2016,80.7
2017,33.1
2018,52
2019,50.3
