UF,BA
Cidade,GONGOGI
Nome Posto,PEDRINHAS
Latitude,-14.326666666666666
Longitude,-39.468611111111116
Codigo,1439006
Qtd. Anos,71
Ano,Maxima
1949,34
1950,72
1951,51
1952,55
1953,40.4
1954,84
1955,30
1956,20.4
1957,43
1958,81.4
1959,47
1960,35.2
1961,48
1962,31
1963,73.8
1964,123.3
1965,112.3
1966,35
1967,46.4
1968,74.4
1969,80.5
1970,67.5
1971,39.1
1972,45.4
1973,42.8
1974,70.8
1975,68.2
1976,49.4
1977,84.2
1978,53.6
1979,60
1980,71.4
1981,153
1982,36.1
1983,97
1984,99
1985,45
1986,48
1987,39.6
1988,89.7
1989,48.8
1990,49.4
1991,80.4
1992,121.3
1993,80.7
1994,212
1995,27.3
1996,48.3
1997,99.1
1998,55.3
1999,57.2
2000,57.7
2001,88.5
2002,111.3
2003,42
2004,83.3
2005,44.5
2006,44.5
2007,82.5
2008,64.3
2009,40
2010,40
2011,80
2012,20
2013,14.5
2014,40.5
2015,40
2016,200
2017,44.6
2018,49.9
2019,40
