UF,BA
Cidade,CANDIDO SALES
Nome Posto,CANDIDO SALES
Latitude,-15.505
Longitude,-41.22916666666667
Codigo,1541001
Qtd. Anos,45
Ano,Maxima
1973,43.4
1976,46
1977,54.4
1978,58.4
1979,113.4
1980,74.2
1981,444.7
1982,34.3
1983,85
1984,44.6
1985,87.8
1986,45
1987,93.2
1988,88.4
1989,72.8
1990,90
1991,80
1992,76.5
1993,45.8
1994,88.5
1995,70.7
1996,47.6
1997,66.5
1998,99.6
1999,84.4
2000,65.5
2001,85.4
2002,86.5
2003,71
2004,66.4
2005,86.8
2006,83.7
2007,79
2008,85.9
2009,100.5
2010,80.2
2011,90.7
2012,97
2013,100.5
2014,63.2
2015,49.1
2016,58.2
2017,113.1
2018,94.1
2019,57.8
