UF,BA
Cidade,CAMPO FORMOSO
Nome Posto,SAO TOME
Latitude,-10.6
Longitude,-40.95
Codigo,1040018
Qtd. Anos,59
Ano,Maxima
1937,75.4
1938,42.2
1939,46.6
1940,99.4
1942,43.7
1943,72
1944,33.2
1945,45.6
1946,58.4
1947,136.5
1948,157.4
1949,53
1950,23.3
1951,18.3
1952,46.8
1953,38.5
1954,40
1955,30.2
1956,52.3
1957,58
1958,70
1959,45
1960,39
1961,53.2
1962,103.5
1963,54
1964,66
1965,35.5
1966,47.2
1967,66.3
1968,50.3
1969,108
1970,54.2
1971,77.5
1972,41.8
1973,50.4
1974,53.4
1975,50.3
1976,70
1977,70.1
1978,70.5
1979,38.5
1980,59.5
1981,71.2
1982,32.4
1983,41
1984,36.2
1985,51.2
1986,64.2
1987,57.4
1988,86.4
1989,58.2
1990,34.1
1991,41.4
1992,77.4
1993,33.2
1994,25.8
1998,25.4
1999,2.6
