UF,BA
Cidade,CRISOPOLIS
Nome Posto,CRISOPOLIS
Latitude,-11.509166666666667
Longitude,-38.11944444444445
Codigo,1138027
Qtd. Anos,38
Ano,Maxima
1963,32
1964,100.9
1965,100.9
1966,45
1967,79.4
1968,100.6
1969,95.2
1970,101
1971,38.6
1972,56.1
1973,76.1
1974,61.2
1975,100.6
1976,43.2
1977,48.2
1978,100.6
1979,100.9
1980,102.2
1981,81.1
1982,100.6
1983,78.3
1984,30.3
1985,101.1
1986,100
1987,32.1
1988,143.1
2002,45.5
2003,155.3
2004,100.3
2005,24.3
2006,46.3
2007,37.5
2008,21
2009,45.3
2010,48.3
2011,33
2012,31.3
2013,54
