UF,BA
Cidade,JEREMOABO
Nome Posto,JEREMOABO
Latitude,-10.078055555555554
Longitude,-38.35277777777778
Codigo,1038008
Qtd. Anos,72
Ano,Maxima
1911,18.3
1912,60
1913,31
1914,55.3
1915,70
1916,72
1917,40.2
1918,42
1919,64
1920,72
1921,58
1922,82
1923,60
1928,5
1930,54.5
1931,20.7
1932,28
1933,43.9
1934,27.5
1935,15.2
1936,24.1
1937,57.2
1938,56.8
1939,53.5
1940,73.4
1941,81.2
1942,40.8
1943,37.7
1944,44.2
1945,29.8
1946,45.5
1947,64
1948,50.5
1949,60
1950,81.7
1951,34.9
1952,56.3
1953,68
1954,53.2
1955,26.3
1956,54.2
1957,40
1958,62.1
1959,42.3
1960,98.2
1961,34
1962,82.3
1963,76.2
1964,103.2
1965,50
1966,150
1967,60.3
1968,37.2
1969,87.3
1970,56.6
1971,62.6
1972,61.6
1973,90
1974,100
1975,59.8
1976,80
1977,46.8
1979,27.2
1980,64
1982,45.4
1983,112.4
1984,38
1985,96.6
1986,54.7
1987,48.5
1988,87.4
1989,40.1
