UF,ES
Cidade,COLATINA
Nome Posto,MARILANDIA (COLATINA)
Latitude,-19.546666666666667
Longitude,-40.52027777777778
Codigo,1940044
Qtd. Anos,22
Ano,Maxima
1976,76.5
1977,58
1978,121.2
1979,49.4
1980,63.8
1981,54
1982,86.4
1983,128.6
1987,7
1988,28.1
1989,55
1990,120
1991,73.6
1992,121.2
1993,44.4
1994,79.6
1995,87.6
1996,112
1997,68.8
1998,76
1999,41
2000,49.1
