UF,ES
Cidade,SANTA LEOPOLDINA
Nome Posto,UHE SUICA JUSANTE
Latitude,-20.101944444444445
Longitude,-40.515277777777776
Codigo,2040049
Qtd. Anos,17
Ano,Maxima
2002,35.3
2003,65.1
2004,97.3
2005,132.7
2006,48.3
2007,64.8
2008,88.1
2009,94.5
2010,91
2011,76.9
2012,94.2
2013,71.1
2014,56
2015,83.4
2016,31.6
2017,68
2018,101.8
