UF,ES
Cidade,SAO MATEUS
Nome Posto,SAO MATEUS
Latitude,-18.116666666666667
Longitude,-39.85
Codigo,1839015
Qtd. Anos,30
Ano,Maxima
1970,13.9
1972,118.8
1973,96.1
1974,72.6
1975,114.6
1976,102.4
1977,90
1978,97.8
1979,112.3
1980,103.2
1981,80
1982,104.2
1983,105.4
1984,110
1985,143.4
1986,62.6
1987,231.4
1988,113.4
1989,36.5
1990,18.4
1991,17.6
1992,101
1993,105
1994,94.6
1995,52.7
1996,152.8
1997,107.6
1998,107.6
1999,75.4
2000,39.2
