UF,ES
Cidade,SANTA TERESA
Nome Posto,SANTA TERESA
Latitude,-19.85
Longitude,-40.6
Codigo,1940039
Qtd. Anos,20
Ano,Maxima
1976,78
1977,54.2
1978,59.6
1979,24.2
1981,67.8
1982,49.2
1983,102
1986,71.5
1987,89.3
1988,50.9
1989,88.7
1990,69.4
1991,66.5
1992,53
1993,61.4
1994,103.2
1995,64.7
1996,81.6
1997,84.6
1998,97.6
