UF,ES
Cidade,LINHARES
Nome Posto,LINHARES CAIS DO PORTO
Latitude,-19.415277777777778
Longitude,-40.07555555555556
Codigo,1940004
Qtd. Anos,32
Ano,Maxima
1947,100.4
1948,71.8
1949,138
1950,44.2
1951,40
1952,47
1953,50
1954,50
1955,50
1956,65.5
1957,49
1958,61.1
1959,57.3
1960,110
1961,84
1962,68.2
1963,64.8
1964,72.4
1965,61.2
1966,118.6
1967,129.4
1968,106.5
1969,102.3
1970,95.4
1971,44.4
1972,73.2
1973,59.1
1974,90.4
1975,66.8
1976,78.4
1977,75.4
1978,51.5
