UF,ES
Cidade,VENDA NOVA DO IMIGRANTE
Nome Posto,VENDA NOVA
Latitude,-20.316666666666666
Longitude,-41.166666666666664
Codigo,2041051
Qtd. Anos,21
Ano,Maxima
1976,79.4
1977,78.8
1978,71.6
1979,68.3
1980,63
1981,75.2
1982,87.8
1983,112.4
1986,116.6
1987,155.2
1988,81
1989,84
1990,84.2
1991,97
1992,69.6
1993,63.4
1994,94
1995,73
1996,59
1997,125
1998,73.8
