UF,ES
Cidade,MUNIZ FREIRE
Nome Posto,MUNIZ FREIRE
Latitude,-20.466666666666665
Longitude,-41.4
Codigo,2041050
Qtd. Anos,20
Ano,Maxima
1979,87
1980,93
1981,75
1982,90
1983,77
1984,78.4
1985,70.3
1986,135
1987,91
1988,71.3
1989,67.4
1990,78
1991,93
1992,63
1993,113
1994,125
1995,131
1996,86
1997,80
1998,78
