UF,ES
Cidade,ALFREDO CHAVES
Nome Posto,ALFREDO CHAVES
Latitude,-20.633333333333333
Longitude,-40.75
Codigo,2040042
Qtd. Anos,20
Ano,Maxima
1979,98
1980,112.3
1981,142.6
1982,194.4
1983,103.3
1984,100.8
1985,81.6
1986,68.4
1987,82.8
1988,130.8
1989,137.6
1990,118.8
1991,147
1992,124
1993,90.4
1994,181.2
1995,105.2
1996,83.2
1997,79
1998,88
