UF,ES
Cidade,SAO MATEUS
Nome Posto,BOCA DA VALA
Latitude,-18.65861111111111
Longitude,-40.09111111111111
Codigo,1840026
Qtd. Anos,28
Ano,Maxima
1992,60
1993,30.5
1994,30
1995,50
1996,21.9
1997,90.7
1998,80
1999,135
2000,97.5
2001,81
2002,52.9
2003,105.6
2004,66.6
2005,68.2
2006,132.3
2007,66.5
2008,127
2009,114.4
2010,69.5
2011,65
2012,61.8
2013,83.7
2014,99.5
2015,67.8
2016,91.4
2017,90
2018,55.2
2019,35.4
