UF,ES
Cidade,ECOPORANGA
Nome Posto,ECOPORANGA
Latitude,-18.366666666666667
Longitude,-40.86666666666667
Codigo,1840023
Qtd. Anos,20
Ano,Maxima
1979,83
1980,56.2
1981,100
1982,95
1983,140
1984,71.2
1985,80.3
1986,71
1987,78.2
1988,10
1989,130
1990,65
1991,116
1992,64
1993,86
1994,63.6
1995,70
1996,60
1997,72
1998,78
