UF,AC
Cidade,SENADOR GUIOMARD
Nome Posto,SANTA ROSA
Latitude,-9.888055555555555
Longitude,-67.13916666666667
Codigo,967005
Qtd. Anos,28
Ano,Maxima
1992,70.9
1993,103.2
1994,103.4
1995,178
1996,89.5
1997,84.4
1998,78
1999,99.5
2000,74.3
2001,91
2002,67.4
2003,93.7
2004,73.7
2005,115.5
2006,109.5
2007,87.7
2008,88.9
2009,49.5
2010,81.5
2011,47.1
2012,90
2013,44.7
2014,59.6
2015,70.5
2016,95.5
2017,93.5
2018,103.5
2019,102.5
