UF,RR
Cidade,RORAINOPOLIS
Nome Posto,BASE ALALAU
Latitude,-0.8558333333333333
Longitude,-60.52194444444444
Codigo,60000
Qtd. Anos,34
Ano,Maxima
1977,54.4
1978,92.6
1979,87
1980,49.4
1982,78
1991,74.5
1992,146.8
1993,166.8
1994,175
1995,89.5
1996,73.1
1997,82
1998,142.6
1999,78.7
2000,140.5
2001,90.8
2002,87.6
2003,90.2
2004,61.7
2005,91.1
2006,78.8
2007,90.8
2008,189.5
2009,67.2
2010,67.4
2011,76.3
2012,97.8
2013,153.4
2014,108.2
2015,67.9
2016,68.6
2017,70.5
2018,89.5
2019,105.7
