UF,RR
Cidade,CAROEBE
Nome Posto,SITIO SANTA MARIA
Latitude,-0.8069444444444445
Longitude,-59.42833333333333
Codigo,8059001
Qtd. Anos,31
Ano,Maxima
1989,104.7
1990,124.6
1991,98.2
1992,53.2
1993,84.5
1994,90.9
1995,92.2
1996,75.8
1997,69.1
1998,90.9
1999,71
2000,99.3
2001,102.3
2002,60.1
2003,90.9
2004,75.3
2005,81.4
2006,91.2
2007,132
2008,116.7
2009,96
2010,84.2
2011,49.8
2012,70
2013,66.7
2014,53.7
2015,100
2016,84.5
2017,83.7
2018,63.4
2019,85.1
